training_episode_index,mean_score,mean_time_per_episode,win_rate,mean_steps_per_episode,mean_time_per_step
100,-0.2,3.2749441146850584,0.4,57.0,0.056726714275828476
200,0.2,2.9058874607086183,0.6,53.4,0.053972250817612255
300,0.4,2.8906182765960695,0.7,54.4,0.052912456826028534
400,0.6,2.670153260231018,0.8,55.6,0.048717206612946366
500,-0.6,2.1890754461288453,0.2,47.5,0.04884533231352808
600,-0.2,2.4045893907547,0.4,48.9,0.04828809441138772
700,-0.2,2.6498996019363403,0.4,51.6,0.05259286578993155
800,0.2,2.711424207687378,0.6,56.3,0.049830081102432144
900,-0.2,2.506006121635437,0.4,54.5,0.04866715718712758
